GitHub,项目名,出现整合包,Modrinth下载量,有深度报告,有速览卡片
https://github.com/stfwi/engineers-decor,[工程师的装饰]engineersdecor-1.3.31.jar,FIDR暗涌,0,,Y
https://github.com/Tfarcenim/OverloadedArmorBar,[护甲上限突破] overloadedarmorbar-1.20.1-1.jar,FIDR暗涌,0,,Y
https://github.com/zlainsama/CosmeticArmorReworked,[时装盔甲重置版] cosmeticarmorreworked-1.20.1-v1a.jar,FIDR暗涌,0,,Y
https://github.com/LatvianModder/Item-Filters,[物品过滤器] item-filters-forge-2001.1.0-build.59.jar,FIDR暗涌,0,,Y
https://github.com/PaintNinja/Presence-Footsteps-Forge,[脚步声Forge版] PresenceFootsteps-1.20.1-1.9.1-beta.1.jar,FIDR暗涌,0,,Y
https://github.com/SonarSonic/Flux-Networks,[通量网络] FluxNetworks-1.20.1-7.2.1.15.jar,FIDR暗涌,0,Y,Y
https://github.com/someaddons/structureessentials,structureessentials-1.21.1-5.0.jar,星轨重铸,0,,Y
https://github.com/KubeJS-Mods/KubeJS-Create,kubejs-create-neoforge-2101.3.1-build.18.jar,星轨重铸,0,Y,Y
https://github.com/FTBTeam/FTB-Ultimine,a/[连锁破坏] ftb-ultimine-neoforge-2101.1.13.jar,星轨重铸,0,,Y
https://github.com/shedaniel/LightOverlay,[亮度覆盖] light-overlay-12.0.0-neoforge.jar,星轨重铸,0,,Y
https://github.com/P3pp3rF1y/SophisticatedCore,a/[精妙核心] sophisticatedcore-1.21.1-1.4.33.1808.jar,ATM10/星轨重铸,0,Y,Y
https://github.com/TwelveIterations/TrashSlot,a/[垃圾槽] trashslot-neoforge-1.21.1-21.1.9.jar,ATM10/星轨重铸,0,,Y
https://github.com/TwelveIterations/CookingForBlockheads,a/[傻瓜烹饪／懒人厨房] cookingforblockheads-neoforge-1.21.1-21.1.21.jar,ATM10/星轨重铸,0,,Y
https://github.com/Shadows-of-Fire/FastWorkbench,a/[工作台性能优化] FastWorkbench-1.21.1-9.1.3.jar,星轨重铸,0,,Y
https://github.com/Rain156/disable-enderman-picking-up-blocks,[禁用末影人搬运] depub.jar,星轨重铸,0,,Y
https://github.com/KODU16/vsie,AeroIE-1.0.0-hotfix2.jar,星轨重铸,0,,Y
https://github.com/TwelveIterations/CraftingTweaks,a/[合成辅助] craftingtweaks-neoforge-1.21.1-21.1.9.jar,ATM10/星轨重铸,0,,Y
https://github.com/someaddons/smoothchunksave,a/[平滑区块保存] smoothchunk-1.21-4.1.jar,星轨重铸,0,,Y
https://github.com/P3pp3rF1y/SophisticatedStorage,a/[精妙存储] sophisticatedstorage-1.21.1-1.5.45.1697.jar,ATM10/星轨重铸,0,Y,Y
https://github.com/rikka0w0/LanServerProperties,[自定义局域网联机] lanserverproperties-1.13.2-neoforge.jar,星轨重铸,0,,Y
https://github.com/JTK222/common-networking,common-networking-neoforge-1.0.21-1.21.1.jar,星轨重铸,0,,Y
https://github.com/P3pp3rF1y/SophisticatedBackpacks,a/[精妙背包] sophisticatedbackpacks-1.21.1-3.25.42.1709.jar,ATM10/星轨重铸,0,Y,Y
https://github.com/P3pp3rF1y/Reliquary,[圣遗物] reliquary-1.21.1-2.0.78.1552.jar,ATM10/星轨重铸,0,,Y
https://github.com/FTBTeam/FTB-Chunks,a/[FTB 区块] ftb-chunks-neoforge-2101.1.14.jar,星轨重铸,0,,Y
https://github.com/Team-EnderIO/EnderIO,Ender IO,ATM10,0,Y,Y
https://github.com/CyclopsMC/EvilCraft,EvilCraft,ATM10,0,,Y
https://github.com/CyclopsMC/CyclopsCore,Cyclops Core,ATM10,0,,Y
https://github.com/CyclopsMC/IntegratedDynamics,Integrated Dynamics,ATM10,0,,Y
https://github.com/McJty/MFFS,Modular Force Field Systems (MFFS),ATM10,0,,
https://github.com/gigabit101/EnderStorage,Ender Storage 1.8.+,ATM10,0,,
https://github.com/CyclopsMC/CommonCapabilities,Common Capabilities,ATM10,0,,Y
https://github.com/McJty/XNet,Flux Networks,ATM10,0,,Y
https://github.com/desht/ModularRouters,Modular Routers,ATM10,0,,Y
https://github.com/ZeroNoRyouki/ExtremeReactors,Extreme Reactors,ATM10,0,,
https://github.com/CyclopsMC/IntegratedTunnels,Integrated Tunnels,ATM10,0,,Y
https://github.com/vadis365/Mob-Grinding-Utils,Mob Grinding Utils,ATM10,0,,Y
https://github.com/Buuz135/Industrial-Foregoing,More Industrial Foregoing Addons (MIFA),ATM10,0,,Y
https://github.com/TeamPneumatic/pnc-repressurized,PneumaticCraft: Repressurized,ATM10,0,,Y
https://github.com/BlakeBr0/IronJetpacks,Iron Jetpacks,ATM10,0,,Y
https://github.com/CyclopsMC/IntegratedCrafting,Integrated Crafting,ATM10,0,,Y
https://github.com/Buuz135/titanium,Titanium,ATM10,0,,
https://github.com/MysticMods/Roots,Roots Classic,ATM10,0,,Y
https://github.com/CyclopsMC/IntegratedTerminals,Integrated Terminals,ATM10,0,,Y
https://github.com/SilentChaos512/Silent-Gear,Silent Gear Metalworks,ATM10,0,,Y
https://github.com/McJty/RFToolsBase,RFTools Base,ATM10,0,,
https://github.com/McJty/RFToolsBuilder,RFTools Builder,ATM10,0,,
https://github.com/TelepathicGrunt/Bumblezone,The Bumblezone (NeoForge/Forge),ATM10,0,,Y
https://github.com/klikli-dev/occultism,Occultism KubeJS,ATM10,0,,Y
https://github.com/Commoble/MoreRed,More Red x CC:Tweaked Compat,ATM10,0,,Y
https://github.com/SuperMartijn642/SimpleMagnets,Simple Magnets,ATM10,0,,Y
https://github.com/SuperMartijn642/TrashCans,Trash Cans,ATM10,0,,Y
https://github.com/SuperMartijn642/ItemCollectors,Item Collectors,ATM10,0,,Y
https://github.com/baileyholl/Ars-Nouveau,Ars Nouveau,ATM10,0,,Y
https://github.com/Technici4n/Modern-Industrialization,Modern Industrialization,ATM10,0,,
https://github.com/SuperMartijn642/SuperMartijn642sConfigLib,SuperMartijn642's Config Lib,ATM10,0,,Y
https://github.com/XFactHD/FramedBlocks,FramedBlocks,ATM10,0,,Y
https://github.com/henkelmax/pipez,Pipez,ATM10,0,,Y
https://github.com/Ultramega/CableTiers,Cable Tiers,ATM10,0,,
https://github.com/Buuz135/Functional-Storage,Functional Storage,ATM10,0,,
https://github.com/Direwolf20-MC/LaserIO,LaserIO,ATM10,0,,Y
https://github.com/owmii/Powah,Powah! (Rearchitected),ATM10,0,,Y
https://github.com/XyCraft-Mods/XyCraft,XyCraft: Override,ATM10,0,,
https://github.com/Railcraft/Railcraft,Railcraft Reborn,ATM10,0,,Y
https://github.com/Draconic-Inc/Draconic-Evolution,Draconic Evolution,ATM10,0,,Y
https://github.com/AlphaMode/CompactMachines,Compact Machines,ATM10,0,,Y
https://github.com/Draconic-Inc/BrandonsCore,Brandon's Core,ATM10,0,,Y
https://github.com/marlester-dev/twilightforest-unofficial,The Twilight Forest,ATM10,0,,Y
https://github.com/SilentChaos512/SilentGems,Silent's Gems,ATM10,0,,Y
https://github.com/TeamJM/journeymap,JourneyMap,ATM10,0,,Y
https://github.com/Ellpeck/ActuallyAdditions,Actually Additions,ATM10,0,,Y
https://github.com/BuiltBrokenModding/AI-Improvements,AI Improvements: Performance Tuning,ATM10,0,,Y
https://github.com/Geforce132/SecurityCraft,Security Craft,ATM10,0,,Y
https://github.com/McJty/McJtyLib,McJtyLib,ATM10,0,,Y
https://github.com/refinedmods/refinedstorage2,Refined Storage,ATM10,0,,Y
https://github.com/SilentChaos512/SilentLib,Silent Lib (silentlib),ATM10,0,,Y
https://github.com/Leclowndu93150/Corpse-Cosmetic-Armor-Compat,Cosmetic Armor Reworked,ATM10,0,,Y
https://github.com/refinedmods/rangedpumps,Ranged Pumps,ATM10,0,,Y
https://github.com/VazkiiMods/AkashicTome,Akashic Tome,ATM10,0,,Y
https://github.com/ARxyt/ColonyPathingEdition,MineColonies,ATM10,0,,Y
https://github.com/The-Aether-Team/The-Aether,The Aether,ATM10,0,,Y
https://github.com/Shadows-of-Fire/Wither-Skeleton-Tweaks,Wither Skeleton Tweaks,ATM10,0,,Y
https://github.com/ImFalling/OpenBlocks_Elevator_Fabric,OpenBlocks Elevator,ATM10,0,,Y
